pointId,pointType,title,address,lon,lat,fractions,scheduleDescription,rating_score
11253,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Москва, улица Митинская, 36к1",37.36173899999999,55.84668099999999,"BYTOVAJA_TEHNIKA,BATAREJKI",,1.0
11254,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Москва, улица Сходненская, 56",37.44409,55.85040799999999,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11257,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Москва, Фестивальная улица, вл.2Б",37.47827999999999,55.855009999999986,"BYTOVAJA_TEHNIKA,BATAREJKI",,1.0
11258,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Москва, улица Декабристов, 12",37.603452,55.863075999999985,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11259,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Москва, проезд Дежнева, 21",37.638009,55.870481,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11260,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Красногорск, Пятницкое шоссе 7-й километр, вл.2",37.332268,55.876249999999985,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11262,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Химки, Ленинградское шоссе, влд. 5",37.432812999999996,55.888778,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11265,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Москва, Дмитровское шоссе, 116Д",37.545500999999994,55.904342,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11266,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Мытищи, Ярославское шоссе с103",37.779943,55.91196599999999,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11268,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Мытищи, Олимпийский проспект 10",37.772379,55.91638500000001,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11269,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Мытищи, Шараповский проезд, вл2",37.759263999999995,55.916677,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11270,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Мытищи, улица Мира, 51",37.708,55.92061900000001,"BYTOVAJA_TEHNIKA,BATAREJKI",,0.0
11272,RC,"Пункт приёма техники и батареек в магазине ""М.Видео""","Долгопрудный, улица Дирижабельная, 23",37.506,55.946442000000005,"BYTOVAJA_TEHNIKA,BATAREJKI",,1.0
